"AnuragU Weatherlink"
"6/1/23 12:00 AM : 1 Month"
"","","","","","","","","","","","","","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink"
"6/1/23 1:45 AM","30","31","30","67","69","67","23","35","29.78","29.78","29.78","28.18","27","27","27","82","84","82","24","24","24","24","25","24","0","","0","","27","27","30","31","30","31","30","0.0","29","30","29","0.0","0.0","0","0","--","0","0","0.0","0.000","0.089"
"6/1/23 2:00 AM","30","31","30","68","69","66","24","36","29.77","29.78","29.77","28.17","27","27","27","84","84","82","24","24","24","24","24","24","0","","2","NW","27","27","30","30","30","30","30","0.0","29","29","29","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.088"
"6/1/23 2:15 AM","30","30","30","68","68","67","24","35","29.76","29.77","29.76","28.17","27","27","27","82","84","81","23","24","23","24","24","24","0","","2","WNW","27","27","30","30","30","30","29","0.0","29","29","29","0.0","0.0","0","0","--","0","0","0.0","0.000","0.086"
"6/1/23 2:30 AM","30","30","30","65","68","65","23","34","29.76","29.76","29.76","28.16","27","27","27","81","83","81","23","24","23","24","24","24","0","","0","","27","27","29","30","29","30","29","0.0","29","29","29","0.0","0.0","0","0","--","0","0","0.0","0.000","0.086"
"6/1/23 2:45 AM","30","30","30","66","66","65","23","35","29.76","29.76","29.76","28.16","27","27","27","82","83","81","23","24","23","24","24","24","0","","2","WNW","27","27","30","30","30","30","29","0.0","29","29","29","0.0","0.0","0","0","--","0","0","0.0","0.000","0.086"
"6/1/23 3:00 AM","30","30","30","67","68","66","23","35","29.76","29.76","29.76","28.17","27","27","27","84","84","82","24","24","23","24","24","24","0","","0","","27","27","30","30","30","30","29","0.0","29","29","29","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.086"
"6/1/23 3:15 AM","30","30","30","70","70","67","24","35","29.76","29.76","29.76","28.17","27","27","27","87","87","84","24","24","24","25","25","24","0","WNW","2","WNW","27","27","30","30","30","30","30","0.0","29","29","29","0.0","0.0","0","0","--","0","0","0.0","0.000","0.086"
"6/1/23 3:30 AM","30","30","30","68","69","68","23","34","29.76","29.76","29.76","28.16","26","27","26","84","87","83","23","24","23","24","25","24","2","WNW","3","WNW","26","26","29","30","29","30","29","0.4","28","29","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.083"
"6/1/23 3:45 AM","30","30","30","69","69","68","23","34","29.76","29.76","29.76","28.17","26","26","26","83","84","83","23","23","23","24","24","24","0","WNW","3","WNW","26","26","29","29","29","29","29","0.1","28","28","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.083"
"6/1/23 4:00 AM","30","30","30","69","69","68","23","34","29.76","29.76","29.76","28.17","26","26","26","84","84","83","23","24","23","24","24","24","0","","0","","26","26","29","29","29","29","29","0.0","28","29","28","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.083"
"6/1/23 4:15 AM","30","30","30","70","70","69","24","34","29.76","29.76","29.76","28.16","26","26","26","84","84","84","23","24","23","24","24","24","0","","0","","26","26","29","29","29","29","29","0.0","28","29","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.082"
"6/1/23 4:30 AM","29","30","29","71","71","69","24","34","29.76","29.76","29.76","28.17","26","26","26","87","87","84","24","24","23","24","24","24","0","","0","","26","26","29","29","29","29","29","0.0","28","29","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.081"
"6/1/23 4:45 AM","30","30","29","71","71","71","24","34","29.77","29.77","29.76","28.17","26","26","26","87","87","86","24","24","23","24","24","24","0","WNW","3","WNW","26","26","29","29","29","29","29","0.1","28","28","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.079"
"6/1/23 5:00 AM","29","30","29","72","72","71","24","34","29.77","29.77","29.77","28.18","26","26","26","86","87","86","23","24","23","24","24","24","1","NW","5","NW","26","26","28","29","28","29","28","0.4","28","28","27","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.078"
"6/1/23 5:15 AM","29","30","29","70","72","70","23","34","29.78","29.78","29.77","28.18","26","26","26","85","87","85","23","23","23","24","24","24","1","NW","5","NW","26","26","28","28","28","28","28","0.4","27","28","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.078"
"6/1/23 5:30 AM","29","30","29","70","71","68","23","34","29.78","29.78","29.78","28.19","26","26","26","84","86","81","23","23","22","24","24","23","0","NW","3","NW","26","26","28","29","28","29","28","0.0","27","28","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.079"
"6/1/23 5:45 AM","29","30","29","68","70","67","23","34","29.78","29.78","29.78","28.19","26","26","26","80","83","78","23","23","22","23","24","23","1","NW","3","NW","26","26","29","29","29","29","28","0.2","28","28","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.083"
"6/1/23 6:00 AM","29","30","29","69","69","68","23","34","29.79","29.79","29.78","28.19","26","26","26","80","83","76","23","23","22","24","24","23","1","NW","5","NW","26","26","29","29","29","29","28","0.3","28","29","27","0.0","0.0","10","18","0.0","0","0","0.0","0.000","0.084"
"6/1/23 6:15 AM","29","30","29","68","70","67","23","34","29.79","29.79","29.79","28.20","26","26","26","76","80","75","22","23","21","23","24","23","0","NW","3","NW","26","26","29","29","29","29","28","0.1","28","28","28","0.0","0.0","29","40","--","0","0","0.0","0.000","0.084"
"6/1/23 6:30 AM","29","30","29","65","70","65","22","33","29.80","29.80","29.79","28.20","27","27","26","75","83","74","22","23","21","23","24","23","1","WNW","6","WNW","27","26","29","29","29","29","29","0.4","29","29","28","0.0","0.0","57","72","--","0","0","0.0","0.000","0.087"
"6/1/23 6:45 AM","30","30","30","66","66","64","23","34","29.80","29.80","29.80","28.21","27","27","27","78","78","74","23","23","22","24","24","23","2","NW","5","WNW","27","27","30","30","30","30","29","0.4","30","30","29","0.0","0.0","92","113","--","0","0","0.0","0.000","0.089"
"6/1/23 7:00 AM","30","30","30","65","66","65","23","34","29.81","29.81","29.80","28.21","27","27","27","76","79","76","23","23","23","24","24","24","0","","3","WNW","27","27","31","31","31","31","30","0.0","32","32","30","0.0","0.0","135","156","0.1","0","0","0.0","0.000","0.095"
"6/1/23 7:15 AM","30","30","30","62","65","62","22","34","29.82","29.82","29.81","28.22","28","28","27","71","76","71","22","23","22","24","24","23","0","","2","W","28","27","31","31","31","31","31","0.0","33","33","31","0.0","0.0","181","213","--","0","1","0.0","0.000","0.101"
"6/1/23 7:30 AM","31","31","30","60","62","60","22","34","29.82","29.82","29.82","28.22","29","29","28","68","70","68","22","22","22","24","24","23","1","NW","3","WNW","29","28","32","32","32","32","31","0.2","35","35","33","0.0","0.0","252","287","--","1","1","0.1","0.000","0.109"
"6/1/23 7:45 AM","31","31","31","58","60","58","22","35","29.82","29.82","29.81","28.22","29","29","29","64","68","64","22","22","22","24","24","23","2","NW","6","WNW","29","29","33","33","33","33","32","0.5","36","36","35","0.0","0.0","320","345","--","1","1","0.1","0.000","0.116"
"6/1/23 8:00 AM","31","31","31","56","58","56","21","34","29.82","29.83","29.82","28.23","30","30","29","59","64","59","21","22","21","23","24","23","3","WNW","6","WSW","30","29","33","34","33","34","33","0.8","35","37","35","0.0","0.0","257","348","0.2","1","1","0.1","0.000","0.123"
"6/1/23 8:15 AM","31","32","31","53","56","53","21","34","29.83","29.83","29.82","28.23","30","30","30","57","59","56","21","21","20","23","23","22","5","WNW","11","W","30","30","33","33","33","33","32","1.3","35","35","33","0.0","0.0","201","320","--","1","2","0.1","0.000","0.124"
"6/1/23 8:30 AM","32","32","31","53","54","53","21","35","29.83","29.83","29.82","28.23","31","31","30","55","58","55","21","21","21","23","23","23","5","WNW","11","W","31","30","33","33","33","33","33","1.1","38","38","35","0.0","0.0","399","427","--","2","2","0.2","0.000","0.128"
"6/1/23 8:45 AM","32","32","32","51","53","51","21","35","29.83","29.83","29.83","28.24","31","31","31","53","55","53","21","21","20","22","23","22","7","WNW","14","WNW","31","31","34","34","34","34","33","1.8","38","39","38","0.0","0.0","394","483","--","2","2","0.2","0.000","0.133"
"6/1/23 9:00 AM","32","32","32","52","52","50","21","35","29.84","29.84","29.83","28.24","31","31","31","53","53","51","21","21","20","23","23","22","9","WNW","18","WNW","31","31","34","34","34","34","33","2.1","39","39","36","0.0","0.0","408","526","0.3","2","3","0.3","0.000","0.137"
"6/1/23 9:15 AM","32","32","32","51","52","50","21","35","29.84","29.84","29.83","28.24","32","32","31","50","53","51","20","21","20","22","23","22","7","WNW","18","WNW","32","31","35","35","35","35","34","1.8","41","41","39","0.0","0.0","547","557","--","3","4","0.4","0.000","0.143"
"6/1/23 9:30 AM","32","32","32","52","52","51","21","35","29.84","29.84","29.84","28.24","33","33","32","47","51","47","20","21","20","22","23","22","7","WNW","14","W","33","32","35","36","35","36","35","1.7","42","43","41","0.0","0.0","570","596","--","4","4","0.4","0.000","0.151"
"6/1/23 9:45 AM","32","32","32","50","51","48","21","35","29.84","29.84","29.84","28.25","33","33","33","45","47","44","20","20","19","22","22","22","11","WNW","18","WNW","33","33","36","36","36","36","35","2.7","43","43","42","0.0","0.0","619","633","--","4","4","0.4","0.000","0.156"
"6/1/23 10:00 AM","32","32","32","47","50","46","20","35","29.84","29.85","29.84","28.25","34","34","33","42","45","42","19","20","19","22","22","22","12","WNW","21","W","34","33","36","36","36","36","36","2.9","43","43","43","0.0","0.0","660","689","0.5","5","5","0.5","0.000","0.160"
"6/1/23 10:15 AM","32","32","32","47","48","47","20","35","29.84","29.85","29.84","28.24","34","34","34","43","44","42","19","20","19","22","22","22","8","WNW","16","WNW","34","34","36","37","36","37","36","2.1","43","44","43","0.0","0.0","671","708","--","5","5","0.5","0.000","0.163"
"6/1/23 10:30 AM","33","33","32","48","48","47","20","35","29.84","29.85","29.84","28.24","35","35","34","42","44","41","20","21","19","22","23","22","6","WNW","13","W","35","34","37","38","37","38","36","1.5","44","45","43","0.0","0.0","739","770","--","6","6","0.6","0.000","0.170"
"6/1/23 10:45 AM","33","33","33","48","48","47","20","35","29.84","29.84","29.84","28.24","35","35","35","39","42","39","19","20","19","22","22","22","6","WNW","14","WNW","35","35","37","38","37","38","37","1.5","44","45","44","0.0","0.0","597","752","--","5","6","0.5","0.000","0.175"
"6/1/23 11:00 AM","33","33","32","47","48","46","20","35","29.83","29.84","29.83","28.24","35","35","35","39","41","39","19","20","19","22","23","22","5","WNW","13","W","35","35","38","38","38","38","37","1.3","45","46","43","0.0","0.0","759","828","0.6","6","7","0.7","0.000","0.178"
"6/1/23 11:15 AM","33","33","33","46","47","45","20","35","29.83","29.83","29.83","28.23","36","36","35","39","40","38","19","20","19","22","23","22","8","WNW","19","WNW","36","35","38","38","38","38","37","2.0","45","46","45","0.0","0.0","805","816","--","7","7","0.7","0.000","0.179"
"6/1/23 11:30 AM","33","33","33","46","47","46","20","35","29.83","29.83","29.83","28.23","36","36","36","37","40","37","19","20","19","22","22","22","4","NW","13","WNW","36","36","39","39","39","39","38","0.9","46","46","45","0.0","0.0","821","844","--","7","7","0.8","0.000","0.186"
"6/1/23 11:45 AM","33","33","33","46","47","46","20","35","29.83","29.83","29.82","28.23","37","37","36","36","39","36","19","20","19","22","23","22","3","NNW","16","WNW","37","36","39","40","39","40","39","0.8","46","47","46","0.0","0.0","737","821","--","6","7","0.7","0.000","0.190"
"6/1/23 12:00 PM","33","33","33","46","46","45","20","35","29.82","29.83","29.82","28.22","36","37","36","37","38","35","19","20","19","22","23","21","5","NW","16","NW","36","36","39","40","39","40","38","1.3","46","47","46","0.0","0.0","819","826","0.7","7","7","0.8","0.000","0.189"
"6/1/23 12:15 PM","33","33","33","45","46","45","19","35","29.81","29.82","29.81","28.21","37","37","36","36","36","35","19","20","19","22","22","22","4","W","14","N","37","36","40","40","40","40","39","1.0","47","47","46","0.0","0.0","820","828","--","7","7","0.8","0.000","0.195"
"6/1/23 12:30 PM","33","33","33","45","46","44","19","35","29.80","29.81","29.80","28.20","37","37","37","36","36","35","19","20","19","22","22","22","3","WNW","11","WNW","37","37","40","40","40","40","39","0.8","47","48","47","0.0","0.0","820","830","--","7","7","0.8","0.000","0.195"
"6/1/23 12:45 PM","33","33","33","45","45","44","19","35","29.80","29.80","29.80","28.20","37","37","37","34","36","35","19","20","19","22","22","22","4","NW","10","WNW","37","37","40","40","40","40","40","0.9","48","48","47","0.0","0.0","807","853","--","7","8","0.7","0.000","0.198"
"6/1/23 1:00 PM","33","33","33","44","45","44","19","35","29.79","29.80","29.79","28.19","38","38","37","32","34","32","18","19","18","21","22","21","4","NNW","16","NNE","38","37","39","40","39","40","39","0.9","47","47","46","0.0","0.0","826","844","0.7","7","8","0.8","0.000","0.201"
"6/1/23 1:15 PM","33","33","33","44","44","43","19","35","29.78","29.79","29.78","28.18","38","38","38","32","34","32","18","19","18","21","22","21","4","WNW","11","WNW","38","38","40","40","40","40","39","0.9","47","47","47","0.0","0.0","808","816","--","7","7","0.8","0.000","0.201"
"6/1/23 1:30 PM","33","33","33","42","43","42","19","35","29.77","29.78","29.77","28.17","38","38","38","32","34","31","18","19","18","21","22","21","7","N","14","NE","38","38","39","40","39","40","39","1.7","46","48","46","0.0","0.0","803","816","--","7","7","0.7","0.000","0.200"
"6/1/23 1:45 PM","33","33","33","42","42","42","19","35","29.76","29.77","29.76","28.17","38","38","38","30","33","30","17","19","17","21","22","20","6","NNE","14","NNE","38","38","39","40","39","40","39","1.5","46","47","46","0.0","0.0","761","780","--","6","6","0.7","0.000","0.203"
"6/1/23 2:00 PM","34","34","33","40","42","39","19","35","29.76","29.76","29.75","28.16","39","39","38","29","31","29","17","18","17","21","21","20","3","WNW","6","NW","39","38","40","40","40","40","39","0.7","48","48","46","0.0","0.0","750","775","0.7","6","6","0.6","0.000","0.211"
"6/1/23 2:15 PM","34","34","34","39","40","38","18","36","29.75","29.75","29.75","28.15","38","39","38","31","31","29","18","19","17","21","21","21","5","ENE","13","ENE","38","38","40","41","40","41","40","1.1","45","48","45","0.0","0.0","540","747","--","4","5","0.5","0.000","0.206"
"6/1/23 2:30 PM","35","35","34","38","39","38","18","36","29.74","29.75","29.74","28.15","38","38","38","32","33","31","19","19","18","21","22","21","4","ENE","10","ESE","38","38","40","40","40","40","39","1.1","48","48","45","0.0","0.0","676","698","--","5","5","0.5","0.000","0.205"
"6/1/23 2:45 PM","35","35","35","38","39","38","19","37","29.73","29.74","29.73","28.14","38","38","38","34","35","32","19","20","19","22","22","22","9","E","18","E","38","38","40","41","40","41","40","2.2","47","48","47","0.0","0.0","622","673","--","4","4","0.4","0.000","0.202"
"6/1/23 3:00 PM","36","36","35","38","39","38","19","38","29.73","29.73","29.73","28.14","37","38","37","33","35","33","18","19","18","21","22","21","10","E","19","E","37","37","39","40","39","40","39","2.6","46","47","45","0.0","0.0","556","591","0.6","3","4","0.4","0.000","0.198"
"6/1/23 3:15 PM","36","36","35","38","39","37","19","38","29.73","29.73","29.73","28.14","37","37","37","34","34","33","19","19","18","21","22","21","7","E","14","E","37","37","40","40","40","40","39","1.8","44","46","44","0.0","0.0","432","526","--","2","3","0.3","0.000","0.198"
"6/1/23 3:30 PM","35","36","35","39","39","38","19","37","29.73","29.73","29.73","28.13","37","37","37","34","34","33","19","19","18","22","22","21","5","E","13","E","37","37","40","40","40","40","39","1.2","41","44","41","0.0","0.0","182","229","--","2","2","0.2","0.000","0.196"
"6/1/23 3:45 PM","35","35","35","39","39","38","19","37","29.73","29.74","29.73","28.14","35","37","35","39","39","34","19","19","18","21","22","21","18","NE","34","NNE","35","35","36","40","36","40","36","4.6","37","41","37","0.0","0.0","134","165","--","1","1","0.1","0.000","0.171"
"6/1/23 4:00 PM","35","35","35","40","40","39","19","37","29.74","29.74","29.73","28.14","34","35","34","39","41","39","18","19","18","21","22","21","17","NNE","34","NNE","34","34","36","37","36","37","36","4.3","37","37","37","0.0","0.0","171","285","0.3","1","1","0.1","0.000","0.168"
"6/1/23 4:15 PM","35","35","35","40","40","39","19","36","29.73","29.74","29.73","28.13","34","34","34","42","42","39","19","19","18","21","21","21","23","NNE","39","N","34","34","36","36","36","36","35","5.6","40","40","37","0.0","0.0","245","295","--","1","1","0.1","0.000","0.161"
"6/1/23 4:30 PM","35","35","34","39","40","39","19","36","29.72","29.73","29.72","28.13","34","34","33","41","43","41","19","19","19","21","22","21","21","NE","39","NE","34","33","35","36","35","36","35","5.1","39","40","39","0.0","0.0","251","308","--","1","1","0.1","0.000","0.160"
"6/1/23 4:45 PM","35","35","34","40","40","39","19","36","29.72","29.72","29.71","28.12","34","34","34","40","41","40","19","19","18","21","21","21","16","NE","29","NE","34","34","36","36","36","36","35","3.9","39","40","39","0.0","0.0","248","276","--","1","1","0.1","0.000","0.167"
"6/1/23 5:00 PM","34","35","34","40","40","40","19","36","29.72","29.72","29.71","28.13","35","35","34","39","40","38","19","19","18","21","22","21","12","NE","21","NE","35","34","37","37","37","37","36","3.0","38","40","37","0.0","0.0","167","209","0.3","1","1","0.1","0.000","0.172"
"6/1/23 5:15 PM","34","35","34","40","40","40","19","36","29.73","29.73","29.72","28.13","35","35","35","37","39","36","18","19","18","21","22","21","8","NE","16","NE","35","35","36","37","36","37","36","2.0","37","38","37","0.0","0.0","117","135","--","0","1","0.0","0.000","0.174"
"6/1/23 5:30 PM","34","34","34","40","40","40","19","36","29.73","29.73","29.73","28.13","35","35","35","36","37","36","18","18","18","21","21","20","7","NE","14","NE","35","35","37","37","37","37","36","1.7","37","37","37","0.0","0.0","99","113","--","0","0","0.0","0.000","0.175"
"6/1/23 5:45 PM","34","34","34","41","41","40","19","36","29.73","29.73","29.73","28.14","35","35","35","36","36","36","18","18","18","21","21","21","6","NE","11","NNE","35","35","37","37","37","37","36","1.5","37","37","37","0.0","0.0","90","97","--","0","0","0.0","0.000","0.176"
"6/1/23 6:00 PM","34","34","34","41","41","41","19","36","29.73","29.73","29.73","28.14","35","35","35","35","36","35","17","18","17","20","21","20","5","NE","8","NE","35","35","36","37","36","37","36","1.2","36","37","36","0.0","0.0","74","84","0.2","0","0","0.0","0.000","0.177"
"6/1/23 6:15 PM","34","34","34","41","41","41","19","36","29.73","29.74","29.73","28.14","35","35","35","36","36","34","18","18","17","21","21","20","4","NE","8","NE","35","35","37","37","37","37","36","1.1","36","36","36","0.0","0.0","42","58","--","0","0","0.0","0.000","0.175"
"6/1/23 6:30 PM","34","34","34","41","41","41","19","36","29.74","29.74","29.73","28.14","35","35","35","37","37","36","18","18","18","21","21","21","5","NE","11","ENE","35","35","36","37","36","37","36","1.3","36","36","35","0.0","0.0","23","30","--","0","0","0.0","0.000","0.171"
"6/1/23 6:45 PM","34","34","34","42","42","41","19","36","29.74","29.74","29.74","28.15","34","35","34","41","41","37","19","19","18","21","21","21","8","E","14","ENE","34","34","36","36","36","36","36","2.1","35","35","35","0.0","0.0","7","21","--","0","0","0.0","0.000","0.161"
"6/1/23 7:00 PM","34","34","34","42","42","41","19","36","29.75","29.75","29.74","28.16","33","34","33","45","45","41","19","20","19","22","22","21","7","ESE","13","E","33","33","35","36","35","36","35","1.7","34","35","34","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.152"
"6/1/23 7:15 PM","34","34","34","42","42","42","19","36","29.76","29.76","29.75","28.16","32","33","32","47","47","45","19","19","19","22","22","22","4","E","8","ENE","32","32","35","35","35","35","34","0.9","34","34","34","0.0","0.0","0","0","--","0","0","0.0","0.000","0.146"
"6/1/23 7:30 PM","34","34","34","43","43","42","20","36","29.76","29.77","29.76","28.17","32","32","32","49","48","47","20","20","19","22","22","22","2","ESE","6","ESE","32","32","34","35","34","35","34","0.5","33","34","33","0.0","0.0","0","0","--","0","0","0.0","0.000","0.142"
"6/1/23 7:45 PM","34","34","34","43","43","43","20","36","29.77","29.77","29.76","28.17","31","32","31","49","50","48","19","20","19","22","22","22","4","SSE","8","SSE","31","31","33","34","33","34","33","1.0","32","33","32","0.0","0.0","0","0","--","0","0","0.0","0.000","0.136"
"6/1/23 8:00 PM","34","34","34","43","43","43","20","36","29.77","29.77","29.77","28.18","31","31","31","51","51","49","20","20","19","22","22","22","2","SSE","6","S","31","31","33","33","33","33","33","0.6","32","32","32","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.134"
"6/1/23 8:15 PM","34","34","34","45","45","43","20","37","29.78","29.78","29.77","28.19","31","31","31","50","50","49","19","20","19","22","22","22","2","SSE","5","SSE","31","31","33","33","33","33","33","0.5","32","32","32","0.0","0.0","0","0","--","0","0","0.0","0.000","0.133"
