"Date & Time","Inside Temp - °C","High Inside Temp - °C","Low Inside Temp - °C","Inside Hum - %","High Inside Hum - %","Low Inside Hum - %","Inside Dew Point - °C","Inside Heat Index - °C","Barometer - in Hg","High Bar - in Hg","Low Bar - in Hg","Absolute Pressure - in Hg","Temp - °C","High Temp - °C","Low Temp - °C","Hum - %","High Hum - %","Low Hum - %","Dew Point - °C","High Dew Point - °C","Low Dew Point - °C","Wet Bulb - °C","High Wet Bulb - °C","Low Wet Bulb - °C","Avg Wind Speed - km/h","Prevailing Wind Direction","High Wind Speed - km/h","High Wind Direction","Wind Chill - °C","Low Wind Chill - °C","Heat Index - °C","High Heat Index - °C","THW Index - °C","High THW Index - °C","Low THW Index - °C","Wind Run - km","THSW Index - °C","High THSW Index - °C","Low THSW Index - °C","Rain - mm","High Rain Rate - mm/h","Solar Rad - W/m^2","High Solar Rad - W/m^2","ET - mm","UV Index","High UV Index","UV Dose - MEDs","Heating Degree Days","Cooling Degree Days"
"5/6/23 1:30 PM","31","31","31","60","60","60","23","36","29.78","29.78","29.78","28.18","33","33","33","53","56","53","22","23","22","24","25","24","7","ENE","18","ENE","33","33","37","38","37","38","37","1.8","44","46","44","0.0","0.0","755","844","--","7","8","0.8","0.000","0.150"
"5/6/23 1:45 PM","31","32","31","60","60","59","23","36","29.76","29.78","29.76","28.17","32","33","32","55","55","53","22","22","22","24","24","24","6","E","18","E","32","32","36","37","36","37","36","1.4","40","44","39","0.0","0.0","258","320","--","5","7","0.5","0.000","0.145"
"5/6/23 2:00 PM","32","32","31","59","60","59","23","36","29.76","29.77","29.76","28.16","33","33","32","54","55","54","22","22","22","24","24","24","5","ESE","14","ESE","33","32","37","37","37","37","36","1.3","44","45","40","0.0","0.0","735","828","0.6","6","7","0.7","0.000","0.149"
"5/6/23 2:15 PM","32","32","32","58","59","58","23","36","29.75","29.76","29.75","28.16","33","33","33","53","54","52","22","22","22","24","24","24","5","ESE","14","E","33","33","37","38","37","38","37","1.2","43","45","42","0.0","0.0","586","777","--","5","6","0.6","0.000","0.149"
"5/6/23 2:30 PM","32","32","32","58","59","58","23","37","29.74","29.75","29.74","28.15","33","33","33","54","55","53","22","23","22","24","24","24","5","SE","13","ESE","33","33","37","38","37","38","37","1.2","41","43","40","0.0","0.0","312","701","--","4","5","0.4","0.000","0.150"
"5/6/23 2:45 PM","32","32","32","58","58","58","23","36","29.74","29.74","29.74","28.14","33","33","32","55","55","53","22","22","22","24","24","24","7","ENE","14","E","33","32","37","37","37","37","37","1.8","39","41","39","0.0","0.0","234","318","--","3","3","0.3","0.000","0.148"
"5/6/23 3:00 PM","32","32","32","58","58","58","23","36","29.74","29.74","29.73","28.14","33","33","32","54","54","53","22","22","22","24","24","24","4","ENE","13","ENE","33","32","37","37","37","37","36","0.9","38","39","38","0.0","0.0","188","230","0.3","2","3","0.3","0.000","0.148"
"5/6/23 3:15 PM","32","32","32","58","58","58","23","36","29.74","29.74","29.74","28.14","33","33","32","53","54","53","22","22","22","24","24","24","1","E","5","NNE","33","32","37","37","37","37","36","0.4","37","38","37","0.0","0.0","117","137","--","1","2","0.1","0.000","0.149"
"5/6/23 3:30 PM","32","32","32","58","59","58","23","36","29.73","29.74","29.73","28.14","33","33","33","53","53","52","22","22","22","24","24","24","1","NNE","3","ENE","33","33","37","37","37","37","36","0.2","38","38","37","0.0","0.0","99","107","--","1","1","0.1","0.000","0.152"
"5/6/23 3:45 PM","32","32","32","58","59","58","23","36","29.73","29.74","29.73","28.13","33","33","33","54","56","52","22","23","22","24","24","24","2","NNE","8","N","33","33","37","38","37","38","37","0.6","38","38","37","0.0","0.0","127","146","--","1","1","0.1","0.000","0.149"
"5/6/23 4:00 PM","32","32","32","59","59","58","23","36","29.72","29.73","29.72","28.13","33","33","33","53","55","54","22","22","22","24","24","24","2","N","6","N","33","33","37","37","37","37","37","0.6","38","38","38","0.0","0.0","134","151","0.1","1","1","0.1","0.000","0.150"
"5/6/23 4:15 PM","32","32","31","59","59","59","23","36","29.73","29.73","29.72","28.13","33","33","33","54","55","53","22","22","22","24","24","24","1","NE","5","N","33","33","37","37","37","37","37","0.4","38","38","37","0.0","0.0","122","130","--","1","1","0.1","0.000","0.149"
"5/6/23 4:30 PM","32","32","31","59","59","59","23","36","29.72","29.73","29.72","28.13","33","33","32","55","56","53","22","23","22","24","24","24","1","NE","5","ENE","33","32","37","37","37","37","37","0.4","37","39","37","0.0","0.0","100","105","--","0","1","0.1","0.000","0.148"
"5/6/23 4:45 PM","32","32","31","59","59","59","23","36","29.73","29.73","29.72","28.13","32","33","32","57","57","55","23","23","22","24","25","24","2","NW","5","N","32","32","37","37","37","37","37","0.6","37","38","37","0.0","0.0","70","83","--","0","0","0.0","0.000","0.145"
"5/6/23 5:00 PM","32","32","31","59","60","59","23","36","29.73","29.73","29.73","28.14","32","32","32","60","60","58","23","23","23","25","25","24","4","W","14","W","32","32","37","37","37","37","37","1.0","37","37","37","0.0","0.0","51","60","0.1","0","0","0.0","0.000","0.140"
"5/6/23 5:15 PM","31","32","31","59","60","59","23","36","29.74","29.75","29.73","28.15","30","32","30","61","62","59","22","23","22","24","25","24","11","NW","24","N","30","30","34","37","34","37","34","2.7","33","36","33","0.0","0.0","25","32","--","0","0","0.0","0.000","0.124"
"5/6/23 5:30 PM","32","32","31","59","60","59","23","36","29.75","29.75","29.74","28.15","29","30","29","64","65","61","21","22","21","23","24","23","11","NNW","31","NNE","29","29","32","33","32","33","32","2.7","31","33","31","0.0","0.0","32","35","--","0","0","0.0","0.000","0.109"
"5/6/23 5:45 PM","32","32","31","58","59","58","22","36","29.75","29.75","29.75","28.15","28","29","28","69","69","65","22","22","21","23","23","23","12","N","32","N","28","27","31","32","31","32","30","3.1","30","31","29","0.0","0.0","24","30","--","0","0","0.0","0.000","0.100"
"5/6/23 6:00 PM","32","32","31","59","59","58","23","36","29.76","29.76","29.75","28.17","28","28","28","71","72","69","22","22","22","23","23","23","5","NNE","14","NNE","28","28","30","31","30","31","30","1.3","30","30","30","0.0","0.0","19","21","0.1","0","0","0.0","0.000","0.097"
"5/6/23 6:15 PM","32","32","31","58","59","58","22","36","29.77","29.77","29.76","28.18","28","28","27","69","72","69","22","22","21","23","23","23","11","ENE","23","E","28","27","30","30","30","30","30","2.8","30","30","29","0.0","0.0","13","18","--","0","0","0.0","0.000","0.097"
"5/6/23 6:30 PM","32","32","31","59","59","58","23","36","29.78","29.78","29.78","28.19","26","28","26","81","81","69","22","22","21","23","23","23","14","ESE","26","ESE","25","25","28","31","27","31","27","3.5","26","30","26","0.0","0.0","4","9","--","0","0","0.0","0.000","0.078"
"5/6/23 6:45 PM","32","32","31","59","59","58","22","36","29.79","29.79","29.78","28.19","25","26","25","80","83","80","22","22","22","22","23","22","12","E","26","E","25","24","27","28","26","27","26","3.1","25","26","25","0.0","0.0","0","0","--","0","0","0.0","0.000","0.071"
"5/6/23 7:00 PM","31","32","31","59","59","58","22","36","29.79","29.80","29.79","28.20","25","25","25","78","80","78","21","22","21","22","22","22","8","SE","18","SSE","25","25","27","27","27","27","26","1.9","26","26","25","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.072"
"5/6/23 7:15 PM","31","31","31","59","60","58","22","35","29.79","29.80","29.79","28.20","25","25","25","77","78","77","21","21","21","22","22","22","5","E","11","E","25","25","26","27","26","27","26","1.1","26","26","25","0.0","0.0","0","0","--","0","0","0.0","0.000","0.071"
"5/6/23 7:30 PM","31","31","31","58","60","58","22","35","29.79","29.80","29.79","28.19","25","25","25","77","77","77","21","21","21","22","22","22","3","E","11","ESE","25","25","27","27","27","27","26","0.8","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.073"
"5/6/23 7:45 PM","31","31","31","58","58","57","22","35","29.80","29.80","29.79","28.20","25","25","25","77","78","77","21","21","21","22","22","22","2","SSE","6","SSE","25","25","27","27","27","27","27","0.6","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.073"
"5/6/23 8:00 PM","31","31","31","59","59","57","22","35","29.81","29.81","29.80","28.21","26","26","25","77","77","77","21","21","21","22","22","22","1","S","3","SSE","26","25","27","27","27","27","27","0.2","26","26","26","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.076"
"5/6/23 8:15 PM","31","31","31","58","59","58","22","35","29.82","29.82","29.81","28.22","26","26","26","77","77","76","21","21","21","22","22","22","1","N","5","NNE","26","26","28","28","28","28","27","0.3","27","27","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.079"
"5/6/23 8:30 PM","31","31","31","58","59","58","22","35","29.83","29.83","29.82","28.23","26","26","26","73","77","73","21","21","21","22","22","22","0","NW","3","NW","26","26","28","28","28","28","28","0.0","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.082"
"5/6/23 8:45 PM","31","31","31","58","58","57","22","35","29.82","29.83","29.82","28.22","27","27","26","73","74","73","21","21","21","22","23","22","1","WSW","3","WNW","27","26","28","28","28","28","28","0.2","28","28","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.086"
"5/6/23 9:00 PM","31","31","31","59","59","57","22","35","29.84","29.84","29.82","28.24","27","27","27","73","73","72","22","22","21","23","23","22","1","WNW","5","WSW","27","27","29","29","29","29","28","0.3","28","29","28","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.090"
"5/6/23 9:15 PM","31","31","31","59","59","59","22","35","29.84","29.84","29.83","28.24","27","27","27","74","74","73","22","22","22","23","23","23","0","WNW","3","WNW","27","27","30","30","30","30","29","0.0","29","29","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.091"
"5/6/23 9:30 PM","31","31","31","60","60","58","22","35","29.85","29.85","29.84","28.25","27","27","27","74","74","72","22","22","22","23","23","23","3","SSW","13","SSE","27","27","29","30","29","30","29","0.7","28","29","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.089"
"5/6/23 9:45 PM","31","31","31","59","60","58","22","35","29.87","29.87","29.85","28.27","27","27","27","75","75","73","22","22","22","23","23","23","6","SE","13","SE","27","27","29","29","29","29","29","1.5","28","28","28","0.0","0.0","0","0","--","0","0","0.0","0.000","0.087"
"5/6/23 10:00 PM","31","31","31","60","60","59","23","35","29.87","29.87","29.86","28.27","26","27","26","78","78","76","22","22","22","23","23","23","4","ENE","11","ESE","26","26","29","29","29","29","29","1.1","28","28","28","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.084"
"5/6/23 10:15 PM","31","31","31","60","60","60","23","36","29.87","29.87","29.87","28.27","26","26","26","80","80","78","22","22","22","23","23","23","8","E","18","ESE","26","26","28","29","28","29","28","2.1","27","28","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.080"
"5/6/23 10:30 PM","31","31","31","60","60","60","23","35","29.87","29.87","29.87","28.27","25","26","25","82","82","81","22","22","22","23","23","23","7","E","19","ENE","25","25","27","28","27","28","27","1.7","26","27","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.074"
"5/6/23 10:45 PM","31","31","31","60","60","60","23","35","29.86","29.87","29.86","28.26","25","25","25","82","82","82","22","22","22","23","23","23","6","ESE","13","ESE","25","25","27","27","27","27","27","1.6","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.073"
"5/6/23 11:00 PM","31","31","31","59","60","59","22","34","29.84","29.86","29.84","28.25","25","25","25","78","82","78","21","22","21","22","23","22","8","SE","16","SE","25","25","27","27","27","27","27","1.9","26","26","26","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.073"
"5/6/23 11:15 PM","31","31","31","59","60","59","22","35","29.84","29.84","29.84","28.24","25","25","25","80","80","78","21","21","21","22","22","22","9","SE","18","SE","25","25","26","27","26","27","26","2.3","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.070"
"5/6/23 11:30 PM","31","31","31","59","60","59","22","34","29.83","29.84","29.83","28.23","25","25","25","81","81","80","21","21","21","22","22","22","8","S","13","SSE","25","25","26","27","26","27","26","1.9","25","26","25","0.0","0.0","0","0","--","0","0","0.0","0.000","0.067"
"5/6/23 11:45 PM","31","31","31","60","60","59","22","34","29.82","29.83","29.82","28.22","25","25","25","80","81","80","21","21","21","22","22","22","6","SSW","14","S","25","25","26","26","26","26","26","1.4","25","25","25","0.0","0.0","0","0","--","0","0","0.0","0.000","0.068"
"5/7/23 12:00 AM","31","31","31","59","60","59","22","34","29.81","29.81","29.81","28.21","25","25","25","79","80","79","21","21","21","22","22","22","3","WSW","11","W","25","25","26","26","26","26","26","0.7","26","26","25","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.071"
"5/7/23 12:15 AM","31","31","30","59","60","59","22","34","29.81","29.81","29.81","28.21","25","25","25","79","79","79","21","21","21","22","22","22","2","WSW","8","S","25","25","27","27","27","27","26","0.5","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.072"
"5/7/23 12:30 AM","31","31","30","60","60","59","22","34","29.80","29.81","29.80","28.20","25","25","25","79","79","79","21","21","21","22","22","22","2","WNW","5","WNW","25","25","27","27","27","27","27","0.6","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.073"
"5/7/23 12:45 AM","31","31","31","60","61","60","22","34","29.80","29.80","29.80","28.20","25","25","25","79","79","79","22","22","21","22","22","22","2","WNW","6","WNW","25","25","27","27","27","27","27","0.6","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.073"
"5/7/23 1:00 AM","31","31","31","61","61","60","22","35","29.80","29.80","29.80","28.20","25","26","25","79","80","79","22","22","22","22","23","22","1","NE","5","ENE","25","25","27","27","27","27","27","0.2","26","26","26","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.074"
"5/7/23 1:15 AM","31","31","31","60","61","60","22","34","29.79","29.80","29.79","28.19","25","26","25","81","81","79","22","22","22","22","23","22","4","SSE","8","S","25","25","27","27","27","27","27","0.9","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.071"
"5/7/23 1:30 AM","31","31","30","61","61","60","22","34","29.78","29.79","29.78","28.19","25","25","25","82","82","81","22","22","22","22","22","22","1","S","6","S","25","25","26","27","26","27","26","0.4","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.069"
"5/7/23 1:45 AM","31","31","31","60","62","60","22","34","29.78","29.79","29.78","28.19","25","25","25","82","82","82","22","22","22","23","23","22","0","","2","S","25","25","27","27","27","27","26","0.0","26","26","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.071"
"5/7/23 2:00 AM","31","31","31","61","61","61","22","34","29.78","29.78","29.78","28.19","25","25","25","81","81","81","22","22","22","23","23","23","0","SSW","3","S","25","25","27","27","27","27","27","0.1","26","26","26","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.073"
"5/7/23 2:15 AM","31","31","31","61","61","60","22","34","29.78","29.78","29.78","28.18","26","26","25","79","81","79","22","22","22","23","23","23","1","W","5","W","26","25","27","27","27","27","27","0.2","27","27","26","0.0","0.0","0","0","--","0","0","0.0","0.000","0.076"
"5/7/23 2:30 AM","31","31","31","61","62","60","22","34","29.78","29.78","29.78","28.18","26","26","26","79","79","79","22","22","22","23","23","23","2","WNW","5","WNW","26","26","28","28","28","28","27","0.5","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.078"
"5/7/23 2:45 AM","31","31","31","61","61","60","22","34","29.78","29.78","29.78","28.18","26","26","26","79","79","79","22","22","22","23","23","23","2","WSW","5","W","26","26","28","28","28","28","28","0.4","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.078"
"5/7/23 3:00 AM","31","31","31","61","62","60","22","34","29.77","29.78","29.77","28.18","26","26","26","79","79","79","22","22","22","23","23","23","0","WSW","3","WSW","26","26","28","28","28","28","28","0.1","27","27","27","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.079"
"5/7/23 3:15 AM","31","31","31","61","62","61","22","34","29.78","29.78","29.77","28.18","26","26","26","79","79","78","22","22","22","23","23","23","0","","0","","26","26","28","28","28","28","28","0.0","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.079"
"5/7/23 3:30 AM","31","31","31","62","62","61","23","35","29.77","29.78","29.77","28.18","26","26","26","79","79","78","22","22","22","23","23","23","2","S","6","SE","26","26","28","28","28","28","28","0.5","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.079"
"5/7/23 3:45 AM","31","31","31","61","62","61","22","35","29.77","29.77","29.77","28.18","26","26","26","80","81","79","22","22","22","23","23","23","2","ESE","6","ESE","26","26","28","28","28","28","28","0.6","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.076"
"5/7/23 4:00 AM","31","31","31","62","62","61","23","35","29.77","29.77","29.77","28.18","26","26","26","81","82","81","22","22","22","23","23","23","1","W","3","SW","26","26","28","28","28","28","28","0.2","27","27","27","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.076"
"5/7/23 4:15 AM","31","31","31","62","62","61","22","34","29.77","29.78","29.77","28.18","26","26","26","80","81","80","22","22","22","23","23","23","1","WNW","3","WNW","26","26","28","28","28","28","28","0.2","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.078"
"5/7/23 4:30 AM","30","31","30","62","62","61","22","34","29.77","29.78","29.77","28.18","26","26","26","79","80","79","22","22","22","23","23","23","1","WSW","5","W","26","26","28","28","28","28","28","0.3","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.078"
"5/7/23 4:45 AM","31","31","30","62","62","62","22","34","29.78","29.78","29.77","28.18","26","26","26","79","79","79","22","22","22","23","23","23","0","WSW","3","WSW","26","26","28","28","28","28","28","0.0","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.079"
"5/7/23 5:00 AM","31","31","30","62","62","61","22","35","29.78","29.78","29.78","28.19","26","26","26","79","79","78","22","22","22","23","23","23","0","W","3","W","26","26","28","28","28","28","28","0.1","27","27","27","0.0","0.0","0","0","0.0","0","0","0.0","0.000","0.080"
"5/7/23 5:15 AM","31","31","31","61","62","61","22","34","29.79","29.79","29.78","28.19","26","26","26","78","79","78","22","22","22","23","23","23","1","WNW","5","WNW","26","26","28","28","28","28","28","0.4","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.080"
"5/7/23 5:30 AM","30","31","30","61","62","60","22","34","29.79","29.79","29.78","28.19","26","26","26","78","78","77","22","22","22","23","23","23","1","W","5","WSW","26","26","28","28","28","28","28","0.2","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.080"
"5/7/23 5:45 AM","31","31","30","62","62","61","22","34","29.79","29.79","29.79","28.20","26","26","26","77","78","77","22","22","22","23","23","23","2","WNW","5","WNW","26","26","28","28","28","28","28","0.5","27","27","27","0.0","0.0","0","0","--","0","0","0.0","0.000","0.080"
"5/7/23 6:00 AM","31","31","31","62","62","62","22","34","29.80","29.80","29.79","28.20","26","26","26","79","80","77","22","22","22","23","23","23","1","W","5","W","26","26","28","28","28","28","28","0.2","27","27","27","0.0","0.0","2","9","0.0","0","0","0.0","0.000","0.079"
"5/7/23 6:15 AM","31","31","30","62","62","62","22","34","29.81","29.81","29.80","28.21","26","26","26","79","79","78","22","22","22","23","23","23","1","WNW","5","WNW","26","26","28","28","28","28","28","0.4","27","27","27","0.0","0.0","13","19","--","0","0","0.0","0.000","0.079"
"5/7/23 6:30 AM","31","31","31","62","62","62","22","34","29.82","29.82","29.81","28.22","26","26","26","78","79","78","22","22","22","23","23","23","2","WNW","5","WNW","26","26","28","28","28","28","28","0.4","27","27","27","0.0","0.0","33","51","--","0","0","0.0","0.000","0.079"
"5/7/23 6:45 AM","31","31","30","61","62","61","22","34","29.82","29.83","29.82","28.23","26","26","26","78","78","78","22","22","22","23","23","23","3","WNW","5","W","26","26","28","28","28","28","28","0.7","28","28","27","0.0","0.0","74","90","--","0","0","0.0","0.000","0.080"
"5/7/23 7:00 AM","31","31","31","61","62","61","22","34","29.83","29.83","29.82","28.23","26","26","26","77","78","77","22","22","22","23","23","23","3","WNW","6","WNW","26","26","28","28","28","28","28","0.7","29","29","28","0.0","0.0","90","93","0.0","0","0","0.0","0.000","0.083"
"5/7/23 7:15 AM","31","31","31","62","62","61","22","34","29.84","29.84","29.83","28.24","26","26","26","77","77","77","22","22","22","23","23","23","3","WNW","6","WNW","26","26","29","29","29","29","28","0.8","29","29","29","0.0","0.0","105","130","--","0","0","0.0","0.000","0.084"
"5/7/23 7:30 AM","31","31","31","62","62","61","22","35","29.84","29.84","29.84","28.25","27","27","26","76","77","76","22","22","22","23","23","23","3","WNW","10","W","27","26","29","29","29","29","29","0.7","29","29","29","0.0","0.0","102","116","--","1","1","0.1","0.000","0.087"
"5/7/23 7:45 AM","31","31","31","62","62","61","23","35","29.85","29.85","29.84","28.25","27","27","27","75","76","75","22","22","22","23","23","23","4","WNW","13","WNW","27","27","29","29","29","29","29","1.0","30","30","29","0.0","0.0","123","151","--","1","1","0.1","0.000","0.090"
"5/7/23 8:00 AM","31","31","31","61","62","60","22","35","29.85","29.86","29.85","28.26","27","27","27","72","74","72","22","22","22","23","23","23","4","W","11","W","27","27","30","30","30","30","29","1.0","32","32","30","0.0","0.0","200","260","0.1","1","2","0.1","0.000","0.094"
"5/7/23 8:15 AM","31","31","31","61","61","59","22","35","29.86","29.86","29.85","28.26","28","28","27","70","72","70","22","22","22","23","23","23","6","W","14","SW","28","27","30","30","30","30","30","1.4","34","34","32","0.0","0.0","326","455","--","2","2","0.2","0.000","0.097"
"5/7/23 8:30 AM","31","31","31","61","61","60","23","35","29.86","29.86","29.86","28.26","28","28","28","69","70","69","22","22","22","23","23","23","5","W","13","W","28","28","31","31","31","31","30","1.3","33","35","33","0.0","0.0","310","476","--","2","2","0.2","0.000","0.100"
"5/7/23 8:45 AM","31","31","31","61","61","59","22","35","29.87","29.87","29.86","28.27","28","28","28","68","69","68","22","22","22","23","23","23","5","WSW","13","WSW","28","28","31","31","31","31","31","1.1","33","33","33","0.0","0.0","239","330","--","2","2","0.2","0.000","0.101"
"5/7/23 9:00 AM","31","31","31","60","61","60","22","35","29.87","29.87","29.87","28.27","28","28","28","69","69","68","22","22","22","24","24","23","5","W","13","W","28","28","32","32","32","32","31","1.2","36","36","33","0.0","0.0","356","554","0.3","3","4","0.3","0.000","0.105"
"5/7/23 9:15 AM","31","31","31","60","61","60","22","35","29.87","29.87","29.87","28.27","29","29","28","68","69","67","22","22","22","24","24","23","6","W","14","W","29","28","32","32","32","32","32","1.4","39","39","36","0.0","0.0","519","564","--","4","4","0.4","0.000","0.111"
"5/7/23 9:30 AM","31","31","31","60","61","60","22","35","29.87","29.87","29.87","28.27","29","29","29","67","68","66","23","23","22","24","24","24","5","WNW","13","W","29","29","33","33","33","33","32","1.3","40","40","39","0.0","0.0","537","571","--","5","5","0.5","0.000","0.116"
"5/7/23 9:45 AM","31","31","31","60","60","60","22","35","29.87","29.87","29.87","28.27","30","30","29","64","66","64","22","23","22","24","24","24","6","W","18","NW","30","29","33","34","33","34","33","1.5","40","40","39","0.0","0.0","580","675","--","5","6","0.6","0.000","0.119"
"5/7/23 10:00 AM","31","31","31","60","60","60","22","35","29.87","29.87","29.87","28.27","30","30","30","64","65","64","22","23","22","24","24","24","6","W","14","W","30","30","33","34","33","34","33","1.4","39","40","39","0.0","0.0","477","577","0.4","5","6","0.5","0.000","0.120"
"5/7/23 10:15 AM","31","31","31","60","60","60","22","35","29.86","29.87","29.86","28.26","30","30","30","64","65","64","23","23","22","24","24","24","3","WNW","8","WNW","30","30","34","34","34","34","34","0.9","38","39","38","0.0","0.0","386","471","--","4","5","0.4","0.000","0.123"
"5/7/23 10:30 AM","31","31","31","60","60","60","23","36","29.87","29.87","29.86","28.27","31","31","30","63","65","63","23","23","23","24","25","24","5","WNW","14","W","31","30","35","35","35","35","34","1.2","42","42","38","0.0","0.0","480","619","--","5","7","0.6","0.000","0.127"
"5/7/23 10:45 AM","31","31","31","60","60","60","23","36","29.86","29.86","29.86","28.26","31","31","31","63","64","62","23","23","22","24","24","24","7","WNW","18","WNW","31","31","35","35","35","35","34","1.9","42","42","42","0.0","0.0","749","925","--","7","8","0.7","0.000","0.128"
"5/7/23 11:00 AM","31","31","31","60","60","60","23","36","29.86","29.86","29.85","28.26","32","32","31","59","63","59","23","23","22","24","25","24","4","WNW","13","WSW","32","31","36","36","36","36","35","0.9","43","43","42","0.0","0.0","673","912","0.5","7","8","0.8","0.000","0.138"
"5/7/23 11:15 AM","31","31","31","60","60","60","22","35","29.85","29.86","29.85","28.25","31","32","31","57","60","56","22","23","22","24","24","24","5","NW","16","WNW","31","31","35","36","35","36","35","1.3","42","44","42","0.0","0.0","624","914","--","7","8","0.8","0.000","0.137"
"5/7/23 11:30 AM","31","31","31","59","60","59","22","36","29.84","29.85","29.84","28.25","32","32","31","57","58","56","22","22","22","24","24","23","5","WNW","13","WNW","32","31","36","36","36","36","35","1.2","43","43","42","0.0","0.0","711","877","--","8","9","0.8","0.000","0.138"
"5/7/23 11:45 AM","31","32","31","59","60","59","23","36","29.83","29.84","29.83","28.24","32","32","32","57","58","57","23","23","22","25","25","24","3","W","10","W","32","32","37","37","37","37","35","0.7","45","45","43","0.0","0.0","721","1102","--","8","10","0.8","0.000","0.146"
"5/7/23 12:00 PM","32","32","31","59","59","59","23","36","29.83","29.84","29.83","28.24","33","33","32","56","57","55","23","23","22","25","25","24","3","NW","11","WSW","33","32","38","38","38","38","37","0.8","44","46","44","0.0","0.0","517","1102","0.5","6","8","0.6","0.000","0.149"
"5/7/23 12:15 PM","31","32","31","59","59","59","22","36","29.83","29.83","29.83","28.23","32","33","32","57","57","54","22","23","22","24","24","24","4","NW","14","N","32","32","37","38","37","38","36","1.0","40","44","39","0.0","0.0","298","311","--","3","3","0.4","0.000","0.145"
"5/7/23 12:30 PM","32","32","31","59","59","59","23","36","29.83","29.83","29.82","28.23","32","32","32","57","58","56","22","23","22","24","25","24","4","NNW","11","E","32","32","37","37","37","37","36","1.0","39","40","39","0.0","0.0","286","294","--","3","3","0.3","0.000","0.143"
"5/7/23 12:45 PM","32","32","32","59","59","59","23","36","29.82","29.83","29.82","28.22","32","32","32","57","58","56","22","23","22","24","24","24","4","NW","14","NW","32","32","37","37","37","37","36","0.9","40","40","39","0.0","0.0","306","323","--","3","4","0.4","0.000","0.143"
"5/7/23 1:00 PM","32","32","32","59","59","59","23","36","29.81","29.82","29.81","28.21","32","32","32","56","58","56","22","23","22","24","25","24","3","N","8","NW","32","32","36","37","36","37","36","0.7","40","41","39","0.0","0.0","345","376","0.3","4","4","0.4","0.000","0.144"
"5/7/23 1:15 PM","32","32","32","59","59","59","23","36","29.80","29.81","29.80","28.21","32","32","32","58","58","55","23","23","22","24","24","24","4","NNE","11","NNE","32","32","37","37","37","37","36","1.0","41","41","40","0.0","0.0","408","439","--","4","5","0.5","0.000","0.142"
"5/7/23 1:30 PM","32","32","32","59","59","59","23","37","29.80","29.80","29.80","28.20","32","32","32","55","57","55","22","23","22","24","24","24","4","NNE","8","NNW","32","32","37","37","37","37","36","0.9","43","43","41","0.0","0.0","480","568","--","5","6","0.5","0.000","0.147"
"5/7/23 1:45 PM","32","32","32","58","59","58","23","36","29.78","29.80","29.78","28.19","33","33","32","53","55","53","22","22","22","24","24","24","2","N","11","WNW","33","32","37","37","37","37","37","0.6","42","43","42","0.0","0.0","459","483","--","5","5","0.5","0.000","0.150"
"5/7/23 2:00 PM","32","32","32","58","58","58","23","37","29.78","29.79","29.78","28.19","33","33","33","53","54","52","22","22","22","24","24","24","2","NNE","6","NE","33","33","38","38","38","38","37","0.6","44","44","42","0.0","0.0","551","663","0.4","6","7","0.6","0.000","0.154"
